library,CWE_id,fix_commit_hash
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/75e5b5d70b6f33bd41fdf07b844c762b23f99d1b
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/23fde233bf3210759b5a4453bc39101df9c86d0c
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/79605069321520bd8af318eef92b71070dcc8961
tensorflow,CWE-121,https://github.com/tensorflow/tensorflow/commit/e2f6723772345d6b83fac92cf5737f19a68dfca6
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/dbcb2a5470e40974924cebd0f74d7f117b21bf8e
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/37ccc893dbe6ae28747eb63c7d144475a7bdf130
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/0d6095963d907e0de1d635842d8ed80759a436ba
tensorflow,CWE-840,https://github.com/tensorflow/tensorflow/commit/71fc0645a882d901e2c0e7307bea7b33ce89119c
tensorflow,CWE-908,https://github.com/tensorflow/tensorflow/commit/97bf0b07b4bb232ba691165bafea93595824ef0c
tensorflow,CWE-628,https://github.com/tensorflow/tensorflow/commit/a84fc332467e888103b3a35ab6c8d44a423c4aed
tensorflow,CWE-908,https://github.com/tensorflow/tensorflow/commit/02874a2e4272733cd2148ab9498f3ee4a06dc2da
tensorflow,CWE-833,https://github.com/tensorflow/tensorflow/commit/2b8485c1b79d8cc4534096758ec28dab80d5d828
tensorflow,CWE-476,https://github.com/tensorflow/tensorflow/commit/3ae3c3c9d43f870d6340cec529de03175e914595
tensorflow,CWE-122,https://github.com/tensorflow/tensorflow/commit/db4f9717c41bccc3ce10099ab61996b246099892
tensorflow,CWE-415,https://github.com/tensorflow/tensorflow/commit/3b239555fe63c2046e762cd0272c42a02b505afe
tensorflow,CWE-476,https://github.com/tensorflow/tensorflow/commit/449e442c9dd15439d867950b2a17dded0f361052
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/840f25bd4623e5a9aedcbe6163332f51ee303784
tensorflow,CWE-476,https://github.com/tensorflow/tensorflow/commit/e985e958b333a4b4bd9b3c9abadf340517b3b88d
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/3ce688f5a78fb7dff8df5cc284ca6c628eed136b
tensorflow,CWE-401,https://github.com/tensorflow/tensorflow/commit/097fc1cdef5c56d4bb239a5a44bf950f0b1c4d37
tensorflow,CWE-704,https://github.com/tensorflow/tensorflow/commit/aa4765a1417950cf2c29afd0172aebdd31b0725f
tensorflow,CWE-476,https://github.com/tensorflow/tensorflow/commit/dd89d37a9eb0739dae3715baeaed9d7814bf459a
tensorflow,CWE-908,https://github.com/tensorflow/tensorflow/commit/286e5e5d59f9b1dd1565f464348e044b704d3ac9
tensorflow,CWE-1339,https://github.com/tensorflow/tensorflow/commit/3553486256ae68ac72ed1ed2688a055381d818a5
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/434dbe38970ffc90a5b546780be702e0b5de9a0c
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/fc44600e5c3ccf1de1e3d4792a00d3578311d3f6
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/880390941ce6430996c8f842540f73b53f3d1d8e
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/f0d7172a30954b6696bdf2f40a5be11e7fdeb39c
tensorflow,CWE-20,https://github.com/tensorflow/tensorflow/commit/85f4f6b7ced7afab7e77e65c2b21448cfbf2d6f2
tensorflow,CWE-476,https://github.com/tensorflow/tensorflow/commit/55cf8c0db7bf6bf68380035032c24da2e5fa385b
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/8f9413bf41ff89672a3415eef606ecaca7c70a2f
tensorflow,CWE-476,https://github.com/tensorflow/tensorflow/commit/885cd2942ae7b6239146a3f51ec3d6948ac2b89e
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/63bac283d12899a2d769a768729942c4f64436ea
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/4f7a169a7eb97ea4819217f14705d6c2bd125355
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/b18cbef5772abd61d841b2b765f3a203f8616f2e
tensorflow,CWE-476,https://github.com/tensorflow/tensorflow/commit/1132333db732548e85c2c860239421b649dcc5d6
tensorflow,CWE-476,https://github.com/tensorflow/tensorflow/commit/daaaab25fb8aa981fdf76740763714c9ea3f2879
tensorflow,CWE-476,https://github.com/tensorflow/tensorflow/commit/7e8a83543b7eb36647894453129f15eeec60b3ba
tensorflow,CWE-476,https://github.com/tensorflow/tensorflow/commit/a6df304e5ec4b0ad28884025558ecda414b9df07
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/e7674c09a151cac07bae43f6fe8551e8fec6dfe0
tensorflow,CWE-476,https://github.com/tensorflow/tensorflow/commit/d09b1ebe4188c1b8089806336895907439fe5ee2
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/9f312f32091534bfc115212d2ec7c838180df663
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/6a7779f3384e48012d3e27ae0f48d410f5174d06
tensorflow,CWE-121,https://github.com/tensorflow/tensorflow/commit/32e0db3e7a085ff2473a53b9401686544b4442aa
tensorflow,CWE-835,https://github.com/tensorflow/tensorflow/commit/4ef9be236bdbf4cc50c71514503c0aa0fd41f72e
tensorflow,CWE-835,https://github.com/tensorflow/tensorflow/commit/3344714a2886287377c2255906d6004f213e3bc0
tensorflow,CWE-121,https://github.com/tensorflow/tensorflow/commit/13ef0af4867477cdda7e0b294e61560c2952df42
tensorflow,CWE-1339,https://github.com/tensorflow/tensorflow/commit/942a32bc71291994c14625b6311268319dd27808
tensorflow,CWE-121,https://github.com/tensorflow/tensorflow/commit/9cd65e9a9081640934b2b78cf84b6e51ddd69796
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/49f73c55d56edffebde4bca4a407ad69c1cae433
tensorflow,CWE-476,https://github.com/tensorflow/tensorflow/commit/c460a245a25467a66d7319544afb92407057b424
tensorflow,CWE-835,https://github.com/tensorflow/tensorflow/commit/4c24ab2d0651b048d81c4743b73ac92b5c39d8cc
tensorflow,CWE-121,https://github.com/tensorflow/tensorflow/commit/698bc996f7190f5cd836d48d29b8c1b3ddcd37c2
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/7f88363810e77a39db919fb4000583ad0138e53c
tensorflow,CWE-835,https://github.com/tensorflow/tensorflow/commit/ff47768027a66d550667015e1f238541169414c5
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/192f1c24ec6692342391c03bb620f5de1af9de3b
tensorflow,CWE-476,https://github.com/tensorflow/tensorflow/commit/217e6a70b9a095974ed0e27b1848458edb232a3e
tensorflow,CWE-121,https://github.com/tensorflow/tensorflow/commit/202d7e812ebcb2a88fc44cba145dbde560b31ffe
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/74137f994faad09593ae2daad6251a4ccf72f558
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/793fa4e91d3cae77565f753c2b8d769e1a3928f8
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/d906c963269dd1522c7693c8f944e6a846b86221
tensorflow,CWE-121,https://github.com/tensorflow/tensorflow/commit/a7c36173cabcc1289a836e8143accb5f0914b19a
tensorflow,CWE-908,https://github.com/tensorflow/tensorflow/commit/ebae3deba801b55debbf67205c43ee54f80a7494
tensorflow,CWE-121,https://github.com/tensorflow/tensorflow/commit/4e3544100876676f85ef1668fc2222a6d18a3a68
tensorflow,CWE-840,https://github.com/tensorflow/tensorflow/commit/a352cba4a60aa99af9c817a792aae3e03e1b74a6
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/47cd4cd100800482b57d1b7755dfdcbc04969ffe
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/e8ee5286a686c6fc3057ba7cf9ba9ef7003789a6
tensorflow,CWE-908,https://github.com/tensorflow/tensorflow/commit/32e4c38ffee4d14a8ee94d63f3c3bc5bbc3e7ee1
tensorflow,CWE-835,https://github.com/tensorflow/tensorflow/commit/033f87b7f4d54c9f981ef848f559d232dbcc8d34
tensorflow,CWE-476,https://github.com/tensorflow/tensorflow/commit/13700159b96f832b9230e79524693862df793840
tensorflow,CWE-908,https://github.com/tensorflow/tensorflow/commit/e3fdc3b7fd4784b88512517d3b3dacfbb9677e43
tensorflow,CWE-1339,https://github.com/tensorflow/tensorflow/commit/f4264cb8e1ea70c612170ed72b9fe0382d1967a0
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/74d1e78c47a5ac2609084ad654542a90e0813c54
tensorflow,CWE-908,https://github.com/tensorflow/tensorflow/commit/b09764d0c95ec3c8f56bc930ab2cc25157630cfb
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/2092fb45f773db7ff0cfc090cc245594999e4999
tensorflow,CWE-125,https://github.com/tensorflow/tensorflow/commit/95ae233e25f8521b8b4cc3d02e424501f77b514b
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/867227c1317d05ab1b6e5c2341212ed5741da049
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/6047c6977dbc30f018b8b3ea0486ca907901dabb
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/f4686d27a705bd547b828693462714d31bfd21ce
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/8fce27bc797582c573c232b9b9328cef4c642048
tensorflow,CWE-787,https://github.com/tensorflow/tensorflow/commit/4be49cce22726281a90851d12c99bfdbbeb2739c
tensorflow,CWE-833,https://github.com/tensorflow/tensorflow/commit/3d854a744d1236944eb0ecdc172b1825ace565e1
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/f7837905c0a24b18841198863a64e8a878c53b44
tensorflow,CWE-125,https://github.com/tensorflow/tensorflow/commit/6605938c280590ee981470abe87386396cf0e438
tensorflow,CWE-476,https://github.com/tensorflow/tensorflow/commit/7ebe79f21d5f64f0b25c0b75d607f3cb00bb2c45
tensorflow,CWE-833,https://github.com/tensorflow/tensorflow/commit/64c4e8f6c1f2676fbd79b9a88a634424176d7101
tensorflow,CWE-833,https://github.com/tensorflow/tensorflow/commit/c231d2115d5536873fa1f3d93ecaf3b1701c158f
tensorflow,CWE-705,https://github.com/tensorflow/tensorflow/commit/1c4810141e71289d71bfd94a74434bd09ee6b20f
tensorflow,CWE-369,https://github.com/tensorflow/tensorflow/commit/75350d385533b5aae9c33fc52ca90d359db6cc9d
tensorflow,CWE-476,https://github.com/tensorflow/tensorflow/commit/4a423d13c6814ede1941e35c7cdcdc21ca13e8ef
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/d8af56e3b4cd0ac5096e32c3eee2d2cfb4d4137d
tensorflow,CWE-401,https://github.com/tensorflow/tensorflow/commit/c746ce85d64f9eb9a922f31a4bd590c9dc8d4ad5
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/2f8d3387c3b27cd77509efb69732c336479e014c
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/07d78ddeafe41bc0363ac92efd7ca8ea60478989
tensorflow,CWE-191,https://github.com/tensorflow/tensorflow/commit/b1c095a28a7aa9bbee4af4d9a7e9d0c60567765b
tensorflow,CWE-476,https://github.com/tensorflow/tensorflow/commit/ce2f89c8bfdbef373c1b1ff9a1c6818f6bf462f8
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/9aad24f89ee9fbaa31f36087ec5fc527d7b728b6
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/727d6270f9d16b4f60ac35039abb161bd037812d
tensorflow,CWE-833,https://github.com/tensorflow/tensorflow/commit/14ea6d5a6a78664071eff0f00593e8eff3b18b1d
tensorflow,CWE-401,https://github.com/tensorflow/tensorflow/commit/3a38f48a32f1190520b3647d99752c1d805ffb42
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/639661f1a7ddb8c82898d0b4247bd1892f03c7ae
tensorflow,CWE-703,https://github.com/tensorflow/tensorflow/commit/00c865566f8e2bef09a2e738c6f72395aa68cfb0
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/eebcc861ac0e720bfccf728a98036cceaae60841
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/c1f69be22e151e2d051f41fccf436767eee4a26a
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/a55f2481ac4e657b73acd606dbc7f85545ef3b2f
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/3926a3aca125c42987adc602a5cb006d97b0261e
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/525b0f05839779e40d0ca9cc2967a3886b6a0f4d
tensorflow,CWE-833,https://github.com/tensorflow/tensorflow/commit/f5fcd1fdcf896f46aed03c7e61525b48b75d1acc
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/414470329b203158a7ac670e99d73e7d04dbd724
tensorflow,CWE-476,https://github.com/tensorflow/tensorflow/commit/01967e30a4fa3003e917973dbfa04016c7f0b69a
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/ef2f8891ad409e41f4f9b8e9cfd86b519adb6da6
tensorflow,CWE-369,https://github.com/tensorflow/tensorflow/commit/841d3dbf2be11fc34f1be3bbabe8443b98e60528
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/36a706d97af7ad6317395e2a3cba5ab5f1cd49a7
tensorflow,CWE-476,https://github.com/tensorflow/tensorflow/commit/ca170f34d9174d6981850855190a398393aa921e
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/73394f4c06c19265e44a65728c6cf25b0fab25f9
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/9560e4163c256fc828c2047c2435ae0ef32f44f9
tensorflow,CWE-401,https://github.com/tensorflow/tensorflow/commit/1092bfd98c1533a8f04cdc4178d1dea15137599e
tensorflow,CWE-833,https://github.com/tensorflow/tensorflow/commit/57151fe77addf768e0cf6555f0570c52a6356e89
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/11951fbad22f3ccfa33d165a65d1dd2fd1b238ba
tensorflow,CWE-833,https://github.com/tensorflow/tensorflow/commit/26460c8cef9028ad592f350388782c6f58679ee1
tensorflow,CWE-833,https://github.com/tensorflow/tensorflow/commit/c84a2100085cc32b280d54f3d1bb7e3c9e29bacd
tensorflow,CWE-416,https://github.com/tensorflow/tensorflow/commit/abd3190d329385776e92baaaaf605d3371010486
tensorflow,CWE-476,https://github.com/tensorflow/tensorflow/commit/a1f2e1ebe0b371714e164addd79e651b1786c5cd
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/f137144bd761bb33d542db4a26055270bc6ea577
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/e3209bd34e12238f6993f104ef55d2aef618fe1a
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/fd05b5ebc56316eb6ac9fcb74234979fee2fc5f9
tensorflow,CWE-125,https://github.com/tensorflow/tensorflow/commit/7231d01fcb2cd9ef9ffbfea03b724892c8a4026e
tensorflow,CWE-401,https://github.com/tensorflow/tensorflow/commit/0f605abad3b30594416dc627860102e3382d6dea
tensorflow,CWE-833,https://github.com/tensorflow/tensorflow/commit/b3eb232e533c77ce537eab29e7f7732f1139ce9d
tensorflow,CWE-125,https://github.com/tensorflow/tensorflow/commit/6c6f5f144c8a780edbc9cc44d957b3cda363ee86
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/8d5e12d957b63305fa6bd72e0bc3235821887c6a
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/bdda9fab81e63a73716bdc7f490d54f31600bd28
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/e6e06b2fc89d41556d159d1181a558f8f5352b87
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/91d65f6e5971302081a9348c4188a5031c30b021
tensorflow,CWE-125,https://github.com/tensorflow/tensorflow/commit/cc40cd3b0a8b83f5ee071b7ee32c17b56815a89c
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/95386342480482271b7515e0e89aac0fcce167e1
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/7ea0c996910a24d6bdd3e080a151bdbc86685780
tensorflow,CWE-362,https://github.com/tensorflow/tensorflow/commit/0a8ac4d0d977eb804099a65271572a8497af304e
tensorflow,CWE-190,https://github.com/tensorflow/tensorflow/commit/7e572539f7b00d35dacfd5a11807fd302238f6a5
tensorflow,CWE-125,https://github.com/tensorflow/tensorflow/commit/73d557cc88ee86834917088416e5ce8783d11798
pytorch,CWE-835,https://github.com/pytorch/pytorch/commit/de3a48013a35bf6ebfba7fb4c5408339e57010cb
pytorch,CWE-190,https://github.com/pytorch/pytorch/commit/0fa551f0ab9ecd99456f2b718c3735a84f10f75a
pytorch,CWE-908,https://github.com/pytorch/pytorch/commit/b6b1c01adfdadf93a4a1d30c3661ff177412a876
pytorch,CWE-190,https://github.com/pytorch/pytorch/commit/c010ef7f0c6d837809a7e973048afac76373e3de
pytorch,CWE-908,https://github.com/pytorch/pytorch/commit/42b4a7132e7c6f1df963b473d1583e4791fb1808
pytorch,CWE-1339,https://github.com/pytorch/pytorch/commit/92b7347fd72428e480a1b5c1c2b2648fdaf0aeec
pytorch,CWE-908,https://github.com/pytorch/pytorch/commit/d21e345ef0f306ffe15bcd733466b323b538b9b3
pytorch,CWE-908,https://github.com/pytorch/pytorch/commit/0cb86afd727398385b9b766987947cfa47359069
pytorch,CWE-190,https://github.com/pytorch/pytorch/commit/366c014a7799f0b7bbc258fd6c271dadb99d1de0
pytorch,CWE-908,https://github.com/pytorch/pytorch/commit/a69a2628109a55f7f965bb79eca8967fce685a6a
pytorch,CWE-125,https://github.com/pytorch/pytorch/commit/02ae9a158334233064a795ca955ad465b3c374d7
pytorch,CWE-125,https://github.com/pytorch/pytorch/commit/86b1afa039f3fba83f082382b7c62b896fb98e09
pytorch,CWE-125,https://github.com/pytorch/pytorch/commit/55cdd31bd049ea5313be18239ac1b4ae53f6c0f9
pytorch,CWE-1339,https://github.com/pytorch/pytorch/commit/727e77a809c8eaf358834075131524fc82d3e59f
pytorch,CWE-190,https://github.com/pytorch/pytorch/commit/fe684679b06f7f2fe7a7e136ea5605c04254b652
pytorch,CWE-190,https://github.com/pytorch/pytorch/commit/7417b4c66f5b0901f206bf48b64de07384770724
pytorch,CWE-369,https://github.com/pytorch/pytorch/commit/7773a45c0d2cba1cd53d7f50b00baa7ae95ec6e4
pytorch,CWE-190,https://github.com/pytorch/pytorch/commit/5267b17a96313adab6d2d4542f8030111dc7c2ba
pytorch,CWE-190,https://github.com/pytorch/pytorch/commit/5702a28b2612a104204dd31e800faaaa09bdd458
pytorch,CWE-476,https://github.com/pytorch/pytorch/commit/d627f2b174136b720dcc99380e2b98f535d1f169
pytorch,CWE-125,https://github.com/pytorch/pytorch/commit/e4a3c584d51662d4c14060fc8517464fe3c12142
pytorch,CWE-908,https://github.com/pytorch/pytorch/commit/f41833957d28e91cf19685a2f13493e487c5bec9
pytorch,CWE-476,https://github.com/pytorch/pytorch/commit/1456515f1526560822ac5b2376af5d74e96a24fc
pytorch,CWE-1339,https://github.com/pytorch/pytorch/commit/63b1ae69831cd21bc4d6059a5854bc1155a152c9
pytorch,CWE-125,https://github.com/pytorch/pytorch/commit/7aec364bdf9ed7297b77e8445a6a6d4116265dde
pytorch,CWE-125,https://github.com/pytorch/pytorch/commit/006f1a32f85d2225558b1f8ce1b46bd51073f355
pytorch,CWE-835,https://github.com/pytorch/pytorch/commit/76f952887835e3c14eeb3b56a993f2082cd9888d
pytorch,CWE-121,https://github.com/pytorch/pytorch/commit/bede7d999523d02e636a8981c0dff233b67f1a62
pytorch,CWE-908,https://github.com/pytorch/pytorch/commit/8544591f5a312980c353e9ff2db8a357943a3db5
pytorch,CWE-125,https://github.com/pytorch/pytorch/commit/7487b2a18498d3697a2fc0f1728041fa88ffeb73
pytorch,CWE-476,https://github.com/pytorch/pytorch/commit/8269c4f3d30ad950a873d900f7de0880cdd38878
pytorch,CWE-704,https://github.com/pytorch/pytorch/commit/8291e06f8fb14a09e6c3b7a740a182250069242c
pytorch,CWE-908,https://github.com/pytorch/pytorch/commit/60339a38eded68eeef91f84734b4d665ddf4e080
pytorch,CWE-190,https://github.com/pytorch/pytorch/commit/a64d0ffe81b250889a3e6670daa9c7d07d946e32
pytorch,CWE-908,https://github.com/pytorch/pytorch/commit/63170431f975e6ec1d5f612b9cafafeefb45ac2a
pytorch,CWE-125,https://github.com/pytorch/pytorch/commit/e133d8be3b9b2aeff3eb9314b2d6b4cb2ad96d34
pytorch,CWE-190,https://github.com/pytorch/pytorch/commit/ddff014b79303e5239d5cb876ba97143cad6405a
pytorch,CWE-362,https://github.com/pytorch/pytorch/commit/331e09eca44031ed11b13f1813b84f53d879727f
pytorch,CWE-908,https://github.com/pytorch/pytorch/commit/136bb07a93b779acbc84ff341bc397551a8cfcc2
pytorch,CWE-703,https://github.com/pytorch/pytorch/commit/882b2abb804b8993eb089486ce536a5dc03dd8f0
pytorch,CWE-835,https://github.com/pytorch/pytorch/commit/efd933dd012c1d46c7c99fb38bc7db261dbf767e
pytorch,CWE-190,https://github.com/pytorch/pytorch/commit/ec8e75ea92ae2b5ea73b4aeb3ec7cb39e9f95db9
pytorch,CWE-190,https://github.com/pytorch/pytorch/commit/c845984271a551ac1c61b9eb06a17fb57aafbd7e
pytorch,CWE-833,https://github.com/pytorch/pytorch/commit/99dea08e60f07ba3117b810e37f370d0e87dee4e
pytorch,CWE-705,https://github.com/pytorch/pytorch/commit/c9f41e9bc0c8296daede62ee936b9b7e32a8b658
pytorch,CWE-401,https://github.com/pytorch/pytorch/commit/cbf572671d4c46fa7bd5cd0f8a01ca40f623d6c6
pytorch,CWE-835,https://github.com/pytorch/pytorch/commit/94c61d4f328b1266649a73d8c65ce978d1a3b168
pytorch,CWE-190,https://github.com/pytorch/pytorch/commit/74828be4a7d0d2dba3f0ec3f6e79265cdfae5329
pytorch,CWE-1339,https://github.com/pytorch/pytorch/commit/071971476d7431a24e527bdc181981678055a95d
pytorch,CWE-908,https://github.com/pytorch/pytorch/commit/f5ea52868777b63283200c2261e85001999913f5
pytorch,CWE-908,https://github.com/pytorch/pytorch/commit/3badea6eb3b835814990291368b03fe63cf29e00
pytorch,CWE-369,https://github.com/pytorch/pytorch/commit/da3cc6e7ee304fe7c597304059aa8336c3d94b76
pytorch,CWE-190,https://github.com/pytorch/pytorch/commit/d4712ee218cd6af3c2096ca7a76fef350173b703
pytorch,CWE-835,https://github.com/pytorch/pytorch/commit/9d2955c39c1266e5071119b52d28c458393228a6
pytorch,CWE-190,https://github.com/pytorch/pytorch/commit/c784f847debc6f6a30b41da6853517b2ccd3ddf0
pytorch,CWE-415,https://github.com/pytorch/pytorch/commit/e4bb56570c7d6c7e17a85cbface4828c62a33564
pytorch,CWE-1339,https://github.com/pytorch/pytorch/commit/76c1b5cd794c44e4fec8da1d87ec8f0ccc045e68
pytorch,CWE-476,https://github.com/pytorch/pytorch/commit/50c0aedbec4ee8fccde762c0b46791453267f1ce
pytorch,CWE-415,https://github.com/pytorch/pytorch/commit/7035975508ed053b5f1ac08b96ac6d6b2bbb954e
pytorch,CWE-476,https://github.com/pytorch/pytorch/commit/ac9bb8ecefa0233103ebf94813284860a84ea81f
pytorch,CWE-476,https://github.com/pytorch/pytorch/commit/807de9a1e3cff49dd23fb7df83aea38269ccdd23
pytorch,CWE-1339,https://github.com/pytorch/pytorch/commit/807de9a1e3cff49dd23fb7df83aea38269ccdd23
pytorch,CWE-908,https://github.com/pytorch/pytorch/commit/26e40fa665a23e18a4f0b438e10b42202e004bae
pytorch,CWE-190,https://github.com/pytorch/pytorch/commit/1597fc594d36a18d1d4aee16d09ea49ae7065610
pytorch,CWE-190,https://github.com/pytorch/pytorch/commit/4d287f90743e09d1fdc6e2b3519b16c2d1ae3fa3
pytorch,CWE-1006,https://github.com/pytorch/pytorch/commit/922adf8d09524db8697aac657a4707076155b7c0
pytorch,CWE-369,https://github.com/pytorch/pytorch/commit/3521cd54af0ce341753ee744a859dfaa3ded4a4b
pytorch,CWE-121,https://github.com/pytorch/pytorch/commit/932c4c2364884af52609ea8a86c7232a926d958f
pytorch,CWE-190,https://github.com/pytorch/pytorch/commit/08b1324ec26043b1acfaf4b65335c671c8658a3c
pytorch,CWE-121,https://github.com/pytorch/pytorch/commit/f51e28440869700787748f7c1542214224bcc5c9
pytorch,CWE-476,https://github.com/pytorch/pytorch/commit/daf2743bbb799f71287978f4b4c48b285d7757a6
pytorch,CWE-190,https://github.com/pytorch/pytorch/commit/f7a459b28b184dedf265ed8718f85cb483e8284e
pytorch,CWE-125,https://github.com/pytorch/pytorch/commit/96007ec6c00b5248d47eae8ce781481e1e32ab70
pytorch,CWE-401,https://github.com/pytorch/pytorch/commit/6fde0cb507d59d2a9168f3051feba6865e9d1048
pytorch,CWE-703,https://github.com/pytorch/pytorch/commit/30bbeb8b87ef815d8a7ce8ab8af9a301fcedfbe9
sickit-learn,CWE-190,https://github.com/scikit-learn/scikit-learn/commit/d5215a15354b3d768404f199ab8f67c6f5d686e5
sickit-learn,CWE-191,https://github.com/scikit-learn/scikit-learn/commit/cef0282ec12cee2271ee65e44142b747df75dc83
sickit-learn,CWE-190,https://github.com/scikit-learn/scikit-learn/commit/07bc459be26c7d83d5c980553a853b136ca19c71
sickit-learn,CWE-369,https://github.com/scikit-learn/scikit-learn/commit/b84afe541c679b0cb57b3b1f7f438400392d11ee
sickit-learn,CWE-369,https://github.com/scikit-learn/scikit-learn/commit/b7b510f9dbc87500e79301873852c6247c440a3e
sickit-learn,CWE-362,https://github.com/scikit-learn/scikit-learn/commit/8d3b4241120a1290c0477e77beb7d2fff454462e
sickit-learn,CWE-1339,https://github.com/scikit-learn/scikit-learn/commit/e9c6fcaa17b983858400465fd39a2616c980c3db
sickit-learn,CWE-190,https://github.com/scikit-learn/scikit-learn/commit/1bb0306a1309f9a57d8c652dec731a95cbd0052b
sickit-learn,CWE-401,https://github.com/scikit-learn/scikit-learn/commit/c822bae2274eb45088675e53c3df98ceb64e42a8
sickit-learn,CWE-190,https://github.com/scikit-learn/scikit-learn/commit/31f606ae8431df0a7c1d9fdb3e8b8f8698385642
sickit-learn,CWE-401,https://github.com/scikit-learn/scikit-learn/commit/1523f395e952dd79d2427d8230056ed0cf47f7a3
sickit-learn,CWE-369,https://github.com/scikit-learn/scikit-learn/commit/50d3fe963c3d2823b2ba2a534b8a50dba620fc5e
sickit-learn,CWE-190,https://github.com/scikit-learn/scikit-learn/commit/e424ab17bb73472a829faca3dfdc599a9d6df56b
sickit-learn,CWE-369,https://github.com/scikit-learn/scikit-learn/commit/6c56316e73949f23f84db6ebe52230f87f977e4d
sickit-learn,CWE-401,https://github.com/scikit-learn/scikit-learn/commit/8632775c23a306661cf043bebd9ea4852edecada
sickit-learn,CWE-369,https://github.com/scikit-learn/scikit-learn/commit/93a1b77a5b4f4b0678fbc113a8f140acf1c7703a
sickit-learn,CWE-1339,https://github.com/scikit-learn/scikit-learn/commit/1f5bcaeb39698c9a150ef92cdeaeec75c355a274
sickit-learn,CWE-190,https://github.com/scikit-learn/scikit-learn/commit/60cf1d62d2c0c1bf8ad321c7c098f6494abf4597
sickit-learn,CWE-190,https://github.com/scikit-learn/scikit-learn/commit/622f912095308733ddfe572a619b1574b9da335e
sickit-learn,CWE-191,https://github.com/scikit-learn/scikit-learn/commit/2160ea0a74bf259012c5b5d47502e3a3267b2844
